Seq,Inbred Line,Accession,Breeding program,Pop structure,Year Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,,,,,Ped_line
85,BS11,,,unclassified,0,0,0,0,0,OP  PIONEERTWOEARSYN,0,,,,,
86,BS10,,,unclassified,0,0,0,0,0,OP  IOWATWOEARSYN,0,,,,,
89,BSCB6,,,unclassified,0,0,0,0,0,OP  IOWA CORNBORER SYN NO6,0,,,,,
102,KRUG,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
107,B2BR,,,unclassified,0,0,0,0,0,Blight Resistance UNKNOWN SOURCE OF RESISTANCE,0,,,,,
109,ILLNOISTWOEAR,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
111,CI13A_2,,,unclassified,0,0,0,0,0,UNKNOWN SOURCE,0,,,,,
115,Clarage,,,unclassified,0,0,0,0,3,Open Pollinated Variety,0,,,,,
116,CliveCorn,,,unclassified,0,0,0,2,4,Open Pollinated Variety,0,,,,,
119,KE3,,,unclassified,0,0,0,0,0, SOURCE CANADA MORDEN,0,,,,,
120,BB85,,,unclassified,0,0,0,0,0,"OP? OTTAWA FLINT BB85(Dep. of Agric. Ottawa, Canada)",0,,,,,
123,190,,,unclassified,0,0,0,0,0,INBRED UNKNOWN SOURCE,0,,,,,
130,NK387,,,unclassified,0,0,0,0,0,INBRED,0,,,,,
135,LH23,,,unclassified,0,0,0,0,0,No Info,0,,,,,
140,352,,,unclassified,0,0,0,0,0,INBRED,0,,,,,
145,G,,,unclassified,0,0,0,3,5,UNKNOWN,0,,,,,
146,PH495,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
147,PH331,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
171,L.POP,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
172,IllinoisHighYield,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
173,IllinoisSynthetic60C,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
175,P3195,,,unclassified,0,0,0,0,0,PIONEER HYBRID,0,,,,,
176,P3199,,,unclassified,0,0,0,0,0,PIONEER HYBRID,0,,,,,
178,P3901,,,unclassified,0,0,0,0,0,PIONEER HYBRID,0,,,,,
182,Ill.12E,,,unclassified,0,0,0,0,3,UNKNOWN,0,,,,,
184,C103G,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
185,NKP101,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
195,NCIaDDC,,,unclassified,0,0,0,0,0,INBRED,0,,,,,
196,Coahila 8 ,,,unclassified,0,0,0,0,0,Landrace from Mexico per Major Goodman,0,,,,,
201,LE773,,,unclassified,0,0,0,0,3,UNKNOWN INBRED,0,,,,,
204,HD644,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
205,P3535,,,unclassified,0,0,0,0,0,PIONEER HYBRID,0,,,,,
236,P3147,,,unclassified,0,0,0,0,0,PIONEERN HYBRID,0,,,,,
241,Virginia Long Ear Synthetic,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
243,W771,,,unclassified,0,0,0,0,0,U of Wisconsin experimental,0,,,,,
244,W775,,,unclassified,0,0,0,0,0,U of Wisconsin experimental,0,,,,,
247,C.I.14,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
249,ILL.B,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
252,OH920,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
256,OH17,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
274,IllinoisSynthetic,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
277,L120,,,unclassified,0,0,0,0,0,This line probably never existed,0,,,,,
291,ASA,,,unclassified,0,0,0,0,0,MINNESOTA EARY LINE SYNTHETIC,0,,,,,
297,P3358,,,unclassified,0,0,0,0,0,Pioneer Hybrid 3358,0,,,,,
302,P3978,,,unclassified,0,0,0,0,0,Pioneer Hybrid 3978,0,,,,,
307,E00MCOMP,,,unclassified,0,0,0,0,0,UNKNOWN DEKALB COMPOSITE?,0,,,,,
308,BPA,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
312,400MCOMP,,,unclassified,0,0,0,0,0,DEKALB COMPOSITE POPULATION,0,,,,,
313,26-Jan,,,unclassified,0,0,0, ,0,UNKNOWN DEKALB SOURCE (RELATED TO A619HT?),0,,,,,
314,800M,,,unclassified,0,0,0,0,0,DEKALB LANCASTER COMPOSITE,0,,,,,
320,HillYellowDent,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
344,OriginalMidland1,,,unclassified,0,0,0,1,4,Open Pollinated Variety,0,,,,,
346,ReidYellowDent(Palin),,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
362,PerkinsYellowDent,,,unclassified,0,0,0,0,0,Open Pollinated Variety,0,,,,,
366,H7FS6,,,unclassified,0,0,0,0,0,INBRED UNKNOWN PEDIGREE,0,,,,,
367,PHGB4,,,unclassified,0,0,0,0,0,Pioneer inbred,Unknown Pedigree,,,,,
370,PH848,,,unclassified,0,0,0,0,0,INBRED,"SRS303, OH43, OS420, OS426, MINN49, IDT, AR4, I205, SRS303, and LF51 contributed to the genotype in the derivation of PH848",,,,,
371,PH891,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,Unknown Pedigree,,,,,
372,PH814,,,unclassified,0,0,0,0,0,INBRED,"The varieties C103, OS420, 38-11, OS426 contributed greatly to the genotypein the derivation of PH815",,,,,
373,PH595,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
374,PH806,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
375,PHB97,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
376,PHB09,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
377,PHB36,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
378,PHBAC26,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
379,PH070,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
380,PHAC54,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
384,PHAC34,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
385,PHG93H,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
387,PHAD18,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
388,PHB02,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
389,PHG97,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
390,PHR33,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
391,PHB81,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
392,PHG69,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
393,PHG70,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
394,PH157,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
395,PH041HT,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
396,CM11,,,unclassified,0,0,0,0,0,PUBLIC LINE,Unknown Pedigree,,,,,
397,PHB60,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
398,PHHD38,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
399,PHG44,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
400,PHAT2,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
401,PHEJ8,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
402,PHB83,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
403,PHB82,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
404,PHG61,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
409,PHB49,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
410,PHHD12,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
411,PHV80,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
412,PHW94,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
414,PHG41,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
415,PHG27,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
416,PH031,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
417,PH555,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
419,PHZAP4CB,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
420,PHG42,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
421,PHG48,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
422,PH801,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
423,PH1D11,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
425,PH051,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
427,PHB76,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
429,PHDF2,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
430,PH861,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
431,PHT90,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
432,PH841,,,unclassified,0,0,0,0,0,INBRED,Unknown Pedigree,,,,,
438,51E,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
447,GT112_1,,,unclassified,0,0,0,0,0,Population from multiple pop crosses,"Multiple cross (includes Whatley, Cuban, Garrick, Creole, and 12% other",,,,,
486,3J3,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
488,MDF_13A,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
489,A2E,,,unclassified,0,0,0,0,0,UNKNOWN INBRED,0,,,,,
496,H4106,,,unclassified,0,0,0,0,0,INBRED,0,,,,,
497,4301,,,unclassified,0,0,0,0,0,INBRED,0,,,,,
499,78060A,,,unclassified,0,0,0,0,0,UNKNOWN DEKALB INBRED,0,,,,,
500,W37_2,,,unclassified,0,0,0,0,0,HT SOURCE,0,,,,,
520,792,NSL243016,Other,unclassified,0,0,0,0,0,0,0,,,,,
535,4722,PI587130,Other,unclassified,0,0,0,0,0,0,0,,,,,
540,52220,Ames2336,China,unclassified,0,0,0,0,0,White Flint line from China before 1982,0,,,,,
543,TZMSR,,,unclassified,0,0,0,0,,Synthetic,IITA Midaltitude Streak Resistant population,"In 1980 we created the population TZMSR (M for midaltitude), using midaltitude germplasm from Cameroon, Kenya, Tanzania, Zambia, and Zimbabwe as well as materials from CIMMYT and the progeny of crosses between US Corn Belt andξmidaltitude germplasm.  All of this was crossed to sources of maize streak resistance",,,,
598,2KM368INBRED,PI267166,Other,unclassified,0,0,0,0,0,0,Accession was collected. Former Soviet Union. Accession was donated. 28-Jun-1960. Russian Federation.,,,,,
600,3167B,Ames30934,Other,unclassified,0,0,0,0,0,0,This inbred is OH3167B ,,,,,
607,4528.INBRED,PI415077,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
608,4533.INBRED,PI415078,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
609,4537.INBRED,PI415079,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
610,4550.INBRED,PI415080,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
611,4554.INBRED,PI415081,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
612,4554INBRED,PI415082,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
613,4562INBRED,PI415083,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
614,4564INBRED,PI415084,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
615,4566INBRED,PI415085,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
616,4578INBRED,PI415086,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
617,4580INBRED,PI415087,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
618,4581INBRED,PI415088,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
619,4655INBRED,PI415089,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
620,4659INBRED,PI415090,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
621,4664INBRED,PI415091,Hungary,unclassified,0,0,0,0,0,0,Accession was donated. 02-May-1977. Hungary,,,,,
671,Feb-80,PI369437,Other,unclassified,0,0,0,0,0,0,Accession was donated. 25-Jan-1972. Poland.,,,,,
677,89S4083,Ames12814,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
678,89S4098,Ames12815,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
679,89S4107,Ames12816,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
680,89S4110,Ames12817,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
681,89S4117,Ames12818,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
682,89S4125,Ames12819,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
683,89S4127,Ames12820,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
684,89S4145,Ames12821,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
685,89S4154,Ames12822,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
686,89S4157,Ames12823,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
687,89S4190,Ames12824,Other,unclassified,0,0,0,0,0,INBRED,Unknown sources,"Hoegemeyer Hybrids, Inc. INBRED",,,,
692,A13-2INBREDPOTCHEFSTROOMPEARL,PI221733,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
693,A14INBREDPOTCHEFSTROOMPEARL,PI221734,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
694,A14NW,PI406106,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
697,A15-1INBREDPOTCHEFSTROOMPEARL,PI221735,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
702,A16-3-2INBREDPOTCHEFSTROOMPEARL,PI221736,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
705,A166N,PI406109,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
707,A17-1-1INBREDPOTCHEFSTROOMPEARL,PI221737,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
708,A178N,PI406110,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
720,A20-4INBREDHICKORYKING,PI221738,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
722,A21-4-1INBREDHICKORYKING,PI221739,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
723,A214N,Ames31536,Other,unclassified,0,0,0,0,0,0,0,,,,,
735,A242-2S10INBREDPERUVIAN,PI221804,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
736,A243-1-2S10INBREDPERUVIAN,PI221805,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
755,A266N,PI406113,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
769,A302-1-2S10INBREDSERVENTINA,PI221811,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
780,A325-1S10INBREDHOTNOT,PI221813,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
783,A347NW,PI406116,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
794,A415-1-3INBRED,PI221773,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
802,A436-1INBRED,PI221775,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
803,A441-5,Ames27064,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
814,A468-1INBRED,PI221785,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
827,A509N,PI406118,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
832,A553NOrangeHalo,PI406119,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
833,A553NRedhalo,PI406120,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
836,A564N,PI406122,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
843,A579N,PI406123,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
844,A57N,PI406107,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
863,A622N,PI406124,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
902,A639,Ames19310,Minnesota,unclassified,0,0,0,0,0,0,0,,,,,
903,A640,Ames23477,Minnesota,unclassified,0,0,0,0,0,0,0,,,,,
930,A661N,PI406126,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
938,A664N,PI406127,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
983,A691N,PI406128,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
987,A759NW,PI406129,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
988,A797NW,PI406130,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
990,A98NW,PI406108,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1008,ABPl2,Ames22792,Other,unclassified,0,0,0,0,0,INBRED,"Widrlechner, M., Ornamental Corn Improvement Project, Inc..",,,,,
1009,ABPl3,Ames10287,Other,unclassified,0,0,0,0,0,0,"Widrlechner, M., Ornamental Corn Improvement Project, Inc..",,,,,
1010,ABPl4,Ames22793,Other,unclassified,0,0,0,0,0,0,"Widrlechner, M., Ornamental Corn Improvement Project, Inc..",,,,,
1011,ABPl5,Ames22794,Other,unclassified,0,0,0,0,0,0,"Widrlechner, M., Ornamental Corn Improvement Project, Inc..",,,,,
1072,NC248,Ames12740,North Carolina,unclassified,0,0,0,0,0,INBRED C4 Self,(NC601 X GT112) BC4 (North Carolina),,,,,
1090,AusTRCF305795  13C,NSL437871,Australia,unclassified,0,0,0,0,0,INBRED,G.W x13(4),,,,,
1091,AusTRCF305801  25R(bulk),NSL437877,Australia,unclassified,0,0,0,0,0,0,Unknown pedigree background,,,,,
1092,AusTRCF305802  25{C},NSL437878,Australia,unclassified,0,0,0,0,0,INBRED,Unknown pedigree background,,,,,
1093,AusTRCF305803  2B,NSL437879,Australia,unclassified,0,0,0,0,0,INBRED,25 x 2(2)-,,,,,
1094,AusTRCF305806  61A-3,NSL437882,Australia,unclassified,0,0,0,0,0,INBRED,Version of inbred 61A,,,,,
1095,AusTRCF305808  BD2,NSL437884,Australia,unclassified,0,0,0,0,0,INBRED,HCxNC605}xHC,,,,,
1096,AusTRCF305816  GN108,NSL437890,Australia,unclassified,0,0,0,0,0,INBRED,gn12xGs12,,,,,
1097,AusTRCF305817  G117,NSL437891,Australia,unclassified,0,0,0,0,0,INBRED,M11451x early Inbred syn v,,,,,
1098,AusTRCF305819  GN134,NSL437893,Australia,unclassified,0,0,0,0,0,INBRED,PX75,,,,,
1099,AusTRCF305821  GN14,NSL437895,Australia,unclassified,0,0,0,0,0,INBRED,XL81 x HC}-sibbed} x HC,,,,,
1100,AusTRCF305822  GN150,NSL437896,Australia,unclassified,0,0,0,0,0,INBRED,Va96,,,,,
1101,AusTRCF305823  GN156,NSL437897,Australia,unclassified,0,0,0,0,0,INBRED,XL80,,,,,
1102,AusTRCF305825  GN159,NSL437899,Australia,unclassified,0,0,0,0,0,INBRED,Mo18WxGP12678(R)}-,,,,,
1103,AusTRCF305829  GN177wx,NSL437903,Australia,unclassified,0,0,0,0,0,INBRED,Gn43(WX)xK303,,,,,
1104,AusTRCF305831  GN189(wx),NSL437905,Australia,unclassified,0,0,0,0,0,INBRED,K301-1}-2-1-1-1-1(WX)-,,,,,
1105,AusTRCF305833  GN194,NSL437907,Australia,unclassified,0,0,0,0,0,INBRED,IALO78xGP12678}-2sibbed}xGP12678,,,,,
1106,AusTRCF305834  GN195,NSL437908,Australia,unclassified,0,0,0,0,0,INBRED,MES44xGn32,,,,,
1107,AusTRCF305835  GN197wx,NSL437909,Australia,unclassified,0,0,0,0,0,INBRED,K301xGn22wx}-1w(WX)-,,,,,
1108,AusTRCF305836  GN198wx ,NSL437910,Australia,unclassified,0,0,0,0,0,INBRED,301xGn22wx,,,,,
1109,AusTRCF305839  GN22wx,NSL437913,Australia,unclassified,0,0,0,0,0,INBRED,{<{{{38-11(WX) x CJ(2)}-sibbed(WX)}xB73(2)}-sibbed (WX)>xB73(2)}-(WX),,,,,
1110,AusTRCF305840  GN22wxR,NSL437914,Australia,unclassified,0,0,0,0,0,INBRED,GP12678(CR)xGn22wx(2)}-,,,,,
1111,AusTRCF305841  GN23wx,NSL437915,Australia,unclassified,0,0,0,0,0,INBRED,{<{{{38-11(WX)xCJ(2)}-sibbed(WX)}xCJ(2)}-sibbed(WX)>xCJ(2)}-(WX,,,,,
1112,AusTRCF305846  GN43wx,NSL437920,Australia,unclassified,0,0,0,0,0,INBRED,{{{{38-11(WX)xKE31(2)}-sibbed (WX)}xMO17(2)}-sibbed (WX) >xM017(2)-sibbed(WX)}xMo17(2) >-(WX,,,,,
1113,AusTRCF305849  GN44wx,NSL437923,Australia,unclassified,0,0,0,0,0,INBRED,{{{{{{38-11(WX)xCJ(2)-sibbed (WX)}xMO17(2)}-sibbed (WX)>}xMO17(2)}-sibbed (WX)}xMO17(2)-(WX),,,,,
1114,AusTRCF306065  GN52,NSL437925,Australia,unclassified,0,0,0,0,0,INBRED,38-11(WX)xCJ2}-sibbed wx}xMo17(2)}-,,,,,
1115,AusTRCF306068  GN63(02),NSL437928,Australia,unclassified,0,0,0,0,0,INBRED,68 02/02 mod > YI(2)}-,,,,,
1116,AusTRCF306234  GN67,NSL437929,Australia,unclassified,0,0,0,0,0,INBRED,68 02/02 modx{X181x68}-B-1-2-2-4sibbed}(2)},,,,,
1117,AusTRCF306235  GN79,NSL437930,Australia,unclassified,0,0,0,0,0,INBRED,{{{38-11(WX) xCJ(2)}-sibbed (WX)}xB73(2)}-,,,,,
1118,AusTRCF306236  GNW/1,NSL437931,Australia,unclassified,0,0,0,0,0,INBRED,Gn43(WX)xK303}xGn43(WX)}-,,,,,
1119,AusTRCF306237  GNW/2,NSL437932,Australia,unclassified,0,0,0,0,0,INBRED,{{{{Gn43(WX)xK303}xGn43(WX)}-5sibbed-2sibbed-1sibbed}-2xMo18W,,,,,
1120,AusTRCF306238  GNW/3,NSL437933,Australia,unclassified,0,0,0,0,0,INBRED,{{{{Gn43(WX)xK303}xGn43(WX)}-5sibbed-2sibbed-2sibbed(SIB)}-6x{y/y}}-,,,,,
1121,AusTRCF306239  GNW/4,NSL437934,Australia,unclassified,0,0,0,0,0,INBRED,{{Gn43(WX)xK303}-1(W)sibbed-1sibbed-1sibbed}-5x{y/y}-,,,,,
1122,AusTRCF306240  GNW/5,NSL437935,Australia,unclassified,0,0,0,0,0,INBRED,Gn43(WX)xK64,,,,,
1123,AusTRCF306241  GNW/6,NSL437936,Australia,unclassified,0,0,0,0,0,INBRED,Gn43(WX)xK303,,,,,
1124,AusTRCF306242  GNW/7,NSL437937,Australia,unclassified,0,0,0,0,0,INBRED,{{Gn43(WX)xK303}-1wsibbed-2sibbed-1sibbed}-,,,,,
1125,AusTRCF306244  GNW/9,NSL437939,Australia,unclassified,0,0,0,0,0,INBRED,{{Gn43(WX)xK303}-2w(WX)sibbed-1sibbed-1sibbed}-2xMo18W}-,,,,,
1126,AusTRCF306245  GNW/10,NSL437940,Australia,unclassified,0,0,0,0,0,INBRED,{{{Gn43(WX)xK303}-2w(WX)sibbed-1sibbed-1sibbed}-2xMo18W}-,,,,,
1127,AusTRCF306254  HC,NSL437943,Australia,unclassified,0,0,0,0,0,INBRED,49/GH96A,,,,,
1128,AusTRCF306256  HC2,NSL437945,Australia,unclassified,0,0,0,0,0,INBRED,HC x NC240} x HC,,,,,
1129,AusTRCF306257  KE1,NSL437946,Australia,unclassified,0,0,0,0,0,INBRED,"R5687  King of the earlies, 1949",,,,,
1130,AusTRCF306258  KE31,NSL437947,Australia,unclassified,0,0,0,0,0,INBRED,R5687,,,,,
1131,AusTRCF306259  M16,NSL437948,Australia,unclassified,0,0,0,0,0,INBRED,Macauley 37/11,,,,,
1132,AusTRCF306261  M3,NSL437950,Australia,unclassified,0,0,0,0,0,INBRED,FF37,,,,,
1133,AusTRCF306264  NN18,NSL437952,Australia,unclassified,0,0,0,0,0,INBRED,NN47/2(O)-,,,,,
1134,AusTRCF306269  Y1,NSL437956,Australia,unclassified,0,0,0,0,0,INBRED,From Yellow Tuxpan Seln.1(O).}-,,,,,
1135,AusTRCF306273  21a,NSL437959,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x W1537 bm3}-2-1-1-1-1sibbed}-3 x CJ,,,,,
1136,AusTRCF306274  22a,NSL437960,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x W1537 bm3}-2-1-1-2}-4 x CJ}-,,,,,
1137,AusTRCF306276  1b,NSL437962,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x W153Rbm3}-2-1-1-2}-4 x CJ}-,,,,,
1138,AusTRCF306278  3b,NSL437964,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x W153Rbm3}-2-1-1-2}-4 x CJ}-,,,,,
1139,AusTRCF306280  5b,NSL437966,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x W153Rbm3}-2-1-2-2sibbed}-2 x CJ,,,,,
1140,AusTRCF306281  6b,NSL437967,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x W153Rbm3}-2-1-2-2sibbed}-2 x CJ}-,,,,,
1141,AusTRCF306282  8b,NSL437968,Australia,unclassified,0,0,0,0,0,INBRED,{CJ x[ { CJ x W153Rbm3}-2-1-1-1-1sibbed]}-,,,,,
1142,AusTRCF306285  11b,NSL437971,Australia,unclassified,0,0,0,0,0,INBRED,{CJ x [ { CJ x W153R bm3}-2-1-1-1-1sibbed]}-,,,,,
1143,AusTRCF306286  12b,NSL437972,Australia,unclassified,0,0,0,0,0,INBRED,{CJ x [ { CJ x W153Rbm3}-2-1-1-1-1sibbed]}-,,,,,
1144,AusTRCF306287  13b,NSL437973,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x A619bm3}-B-1-2-1}-3 x CJ}-,,,,,
1145,AusTRCF306290  16b,NSL437976,Australia,unclassified,0,0,0,0,0,INBRED,{{{{CJ x A619bm3} x CJ}-6-1-3sibbed}-4 x CJ}-,,,,,
1146,AusTRCF306293  19b,NSL437979,Australia,unclassified,0,0,0,0,0,INBRED,{{CJ x W64Abm3} x CJ-}8-2-1-2sibbed,,,,,
