"","taxon","genus","species","spauthor","subtaxa","subtauthor","cropname","avail","instcode","accenumb","acckey","collnumb","collcode","taxno","accename","acqdate","origcty","collsite","latitude","longitude","elevation","colldate","bredcode","sampstat","ancest","collsrc","donorcode","donornumb","othernumb","duplsite","storage","latdec","longdec","remarks","history","released","Accesion.N","references","paper","date","Inbred.line","N.GBS.samples","N.Plants","Avg..IBS","X..missing","Breeding.program","Pop.structure","Year","Registration.","Source"
"2417","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601005",1157406,"",NA,311987,"207","198307--","","","","",NA,"",NA,500,"G3BD2 X G3RZ1 specifically G3BD2/G3RZ1)X154X1X",50,NA,"",":207;:PI0165","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  07/1983 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601005","Accession was donated. Jul-1983. Iowa, United States. Pioneer Hi-Bred International, Inc..","n","1983","207",2,2,0.996,0.5,"ExPVP","non-stiff stalk",NA,NA,NA
"2418","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601006",1157407,"",NA,311987,"PHG50","198307--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHG50;:G50","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  07/1983 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601006","","","","PHG50",1,1,NA,0.85,"Other","non-stiff stalk",NA,NA,NA
"2419","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601007",1157408,"",NA,311987,"BO9","198307--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":BO9;:B09","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  07/1983 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601007","","","","BO9",1,1,NA,0.33,"Other","unclassified",NA,NA,NA
"2420","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601008",1157409,"",NA,311987,"PHG35","198307--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHG35;:G35;:id=79328","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  07/1983 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601008","","","","PHG35",6,6,0.989,0.24,"Other","non-stiff stalk",NA,NA,NA
"2421","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601009",1157410,"",NA,311987,"PHB47","198307--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHB47;:B47","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  07/1983 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601009","","","","B47",6,1,0.998,0.32,"ExPVP","stiff stalk",NA,NA,NA
"2422","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601026",1157465,"",NA,311987,"F42","198308--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":F42","USA005","10",NA,NA,"","DEVELOPED   Indiana, United States by Alvey, D., FFR Cooperative. DONATED  08/1983 Indiana, United States by FFR Cooperative","","PI601026","","","","F42",1,1,NA,0.4,"ExPVP","stiff stalk",NA,NA,NA
"2423","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601037",1157676,"",NA,311987,"G80","198406--","","","","",NA,"",NA,500,"495 X 331 specifically 495/331)X4X1111",50,NA,"",":G80","USA005","10",NA,NA,"Field corn best adapted to the north central United States. Maturity of 71 days from emergence to 50% of plants in silk (1530 heat units). Plant is 186 cm in height to tassel tip, 63 cm ear height to base of top ear, 8 cm length of top ear internode, no tillers, single ear per stalk, and normal cytoplasm. Leaf dark green (observed olive green), 30-60 degrees angle from stalk (upper half), light sheath pubescence, few marginal waves, longitudinal creases absent, 11 cm at widest point of ear node leaf and 81 cm long, and 17 leaves per mature plant. Tassel has 5 lateral branches, branch angle is less than 30 degrees from central spike, penduncle length is 15 cm from top leaf to basal branches, light pollen shed, and green anther and glume. Ear 16 cm long, 37 mm mid-point diameter, 89 grams, kernel rows distinct, slightly curved, and 16 in number, silk color green, husk color dark green when fresh and buff when dry, short husk extension (ears exposed) at harvest stage, husk leaf long (>15 cm), shank 15 cm long, 8 internodes, pendent position at dry husk stage, and slight taper. Kernel (from ear mid-point) 8 mm long, 7 mm wide, and 3 mm thick, shape grade 20-40, pericarp colorless, aleurone homozygous and white, endosperm yellow with normal starch, and 19 grams in weight per 100 seeds. Cob 24 mm in diameter at mid-point, strong, and brown (observed pale reddish brown). Disease resistance rated susceptible to Southern Leaf Blight and Maize Dwarf Mosaic, and tolerant of Stalk Rot (Diplodia), Northern Leaf Blight, Bacterial Leaf Blight (Goss'), Stalk Rot (Fusarium), Stalk Rot (Gibberella), and Bacterial Wilt (Stewart's). Insect resistance rated susceptible to corn borer, earworm, rootworm (Western), and aphid. Most closely resembles B37 for maturity, plant type, ear type, and kernel type, and B73 for usage.","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  06/1984 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601037","","","","G80",1,1,NA,0.61,"ExPVP","stiff stalk",NA,NA,NA
"2424","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601079",1161234,"",NA,311987,"LH123HT","198403--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":LH123HT","USA005","10",NA,NA,"Dent type adapted to most areas of the U.S.  Maturity 76 days from emergence to 50% of plants in silk (1503 heat units).  Plant 276 cm in height to tassel tip, 101 cm to base of top ear, top ear internode is 18 cm long, no tillers, single ear per stalk, and normal cytoplasm.  Leaf color 5GY 4/4 (Munsell Color Charts for Plant Tissues), 30-60 degree angle from stalk, medium sheath pubescence, few marginal waves, few longitudinal creases, 11 cm at widest point of ear node leaf, 76 cm ear node leaf, with 13 leaves per mature plant.  Tassel has 7 lateral branches, 30-40 degree branch angle from central spike, penduncle length from top leaf to basal branches 9 cm, medium pollen shed, anther yellow and glume green with purple stripe.  Ear 15 cm long, 40 mm mid-point diameter, 123 grams, 14 distinct and straight kernel rows, green silk, husk light green when fresh and buff when dry, husk extension barely covering ear, husk leaf less than 8 cm, shank 10 cm long with 7 internodes, upright at dry husk stage, slight taper, and average drying time (unhusked ear).  Kernel 12 mm long, 8 mm wide, 4 mm thick, 40-60% rounds, light brown-copper (transparent) variegated pericarp, aleurone homozygous and white, endosperm yellow, normal starch type endosperm, and 21 grams per 100 seeds.  Cob 28 mm diameter at mid-point, strong, and red.  Resistant to Northern Leaf Blight.  Insect resistance not tested.  Most closely resembles LH51 for maturity and usage, and Oh43Ht for plant type.","DEVELOPED   Iowa, United States by Holden's Foundation Seeds, Inc.. DONATED  03/1984 Iowa, United States by Holden's Foundation Seeds, Inc.","","PI601079","","","","LH123HT",2,2,0.996,0.44,"ExPVP","non-stiff stalk",NA,NA,NA
"2425","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601080",1161235,"",NA,311987,"CR1HT","198403--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":CR1HT","USA005","10",NA,NA,"","DEVELOPED   United States by J.C. Robinson Seed Company. DONATED  03/1984 United States by J.C. Robinson Seed Company","","PI601080","","","","CR1HT",1,1,NA,0.61,"ExPVP","unclassified",NA,NA,NA
"2426","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601150",1162354,"",NA,311987,"PHG71","198410--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHG71","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  10/1984 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601150","","","","PHG71",1,1,NA,0.48,"ExPVP","stiff stalk",NA,NA,NA
"2427","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601159",1162377,"",NA,311987,"6103","198410--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":6103","USA005","10",NA,NA,"Dent type.  Best adapted to most regions of the United States.  70 days maturity from emergence to 50% of plants in silk (in region of best adaptability), requiring 1425 heat units.  Plant: 195 cm height (to tassel tip), 75 cm ear height (to base of top ear), 13 cm length of top ear internode, no tillers, single ear per stalk, normal cytoplasm type.  Leaf: medium green color, 30-60 degree angle from stalk (upper half), light sheath pubscence, few marginal waves, few longitudinal creases, 9 cm width at widest point of ear node leaf, 83 cm ear node leaf, 20 leaves per mature plant.  Tassel: 15 lateral branches, 30-40 degree branch angle from central spike, 12 cm penduncle length from top leaf to basal branches, medium pollen shed, anther color purple, glume color green and purple.  Ear: 18 cm length, 40 mm diameter at mid-point, 14 distinct and straight kernel rows, green silk color, husk color light green when fresh and buff when dry, long (8- 10 cm beyond ear tip) husk extension (at harvest stage), short (<8 cm) husk leaf, shank 10 cm long with 8 internodes, upright at dry husk stage, slight taper, average drying time (unhusked ear).  Kernel: 9 mm long, 8 mm wide, 5 mm thick, shape grade of 60-80% rounds, pericarp colorless, aleurone color homozygous and white, endosperm color yellow, endosperm type normal starch, 25 gram weight per 100 seeds.  Cob: 25 mm diameter at mid-point, strong, red in color.  Resistant to northern leaf blight.  Susceptible to corn borer and aphid.  Most closely resembles B14AHt for maturity, plant type, ear type, kernel type, and usage.","DEVELOPED   Michigan, United States by Asgrow Seed Company. DONATED  10/1984 Michigan, United States by Asgrow Seed Company","","PI601159","Accession was donated. Oct-1984. Michigan, United States. Asgrow Seed Company.","no","1984","6103",1,1,NA,0.42,"ExPVP","unclassified",NA,NA,NA
"2428","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601170",1165596,"",NA,311987,"LH82","198501--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":LH82;:id=71135","USA005","10",NA,NA,"Dent corn best adapted to most regions of the United States. Maturity of 73 days from emergence to 50% of plants in silk (1428 heat units). Plant is 176 cm in height to tassel tip, 76 cm ear height to base of top ear, 13 cm length of top ear internode, no tillers, strong two-ear tendency per stalk, and normal cytoplasm. Leaf 5GY 4/6 (Munsell Color Charts for Plant Tissues), less than 30 degrees angle from stalk (upper half), light sheath pubescence, few marginal waves, few longitudinal creases, 11 cm at widest point of ear node leaf and 73 cm long, and 11 leaves per mature plant. Tassel has 8 lateral branches, branch angle is less than 30 degrees from central spike, penduncle length is 0 cm from top leaf to basal branches, medium pollen shed, pink anther, and glume green with brown margin. Ear 14 cm long, 40 mm mid-point diameter, 116 grams, kernel rows distinct and 22 in number, silk color green, husk color light green when fresh and buff when dry, medium husk extension (barely covering ear) at harvest stage, husk leaf short (<8 cm), shank 14 cm long, 7 internodes, upright position at dry husk stage, slight taper, and average drying time. Kernel (from ear mid-point) 11 mm long, 7 mm wide, and 3 mm thick, shape grade 20-40, pericarp colorless, aleurone homozygous and white, endosperm yellow with normal starch, and 20 grams in weight per 100 seeds. Cob 27 mm in diameter at mid-point, strong, and red. Most closely resembles A632Ht for maturity, W153R for plant type, Wf9 for ear type, and LH39 for usage.","DEVELOPED   Iowa, United States by Holden's Foundation Seeds, Inc.. DONATED  01/1985 Iowa, United States by Holden's Foundation Seeds, Inc.","","PI601170","","","","LH82",1,1,NA,0.49,"ExPVP","non-stiff stalk",NA,NA,NA
"2429","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601171",1165597,"",NA,311987,"LH93","198502--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":LH93;:id=71142","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Holden's Foundation Seeds, Inc.. DONATED  02/1985 United States by Holden's Foundation Seeds, Inc.","","PI601171","","","","LH93",1,1,NA,0.52,"ExPVP","unclassified",NA,NA,NA
"2430","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601172",1165598,"",NA,311987,"HBA1","198503--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":HBA1;:Utility Patent 4594810","USA005","10",NA,NA,"","DEVELOPED   United States by DeKalb-Pfizer Genetics. DONATED  03/1985 United States by DeKalb-Pfizer Genetics","","PI601172","","","","HBA1",1,1,NA,0.5,"ExPVP","unclassified",NA,NA,NA
"2431","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601190",1165733,"",NA,311987,"Q381","198504--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":Q381","USA005","10",NA,NA,"Dent type best adapted to the north central United States. Maturity of 68 days from emergence to 50% of plants in silk (1411 heat units); 47 days from 50% silk to harvest at 25% kernel moisture (974 heat units). Plant 165 cm in height to tassel tip, 72 cm ear height to base of top ear, 16 cm long top ear internode, no tillers, strong two-ear tendency per stalk, normal cytoplasm. Leaf medium green, less than 30 degree angle from stalk, light sheath pubescence, no marginal wave, longitudinal creases absent, 8 cm width at widest point of ear node leaf, 80 cm length of ear node leaf, 12 leaves per mature plant. Tassel has 13 lateral branches, greater than 45 degrees branch angle from central spike, 9 cm penduncle length from top leaf to basal branches, medium pollen shed, purple anther, purple glume. Ear 13 cm in length, 51 mm at mid-point diameter, 90 gm weight, 14 distinct slightly curved kernel rows, salmon silk color, husk color light green when fresh and buff when dry, medium (barely covering ear) husk extension, short husk leaf, 5 cm long shank with 8 internodes, horizontal position at dry husk stage, average taper, average drying time. Kernel (from ear mid-point) 12 mm long, 8 mm wide, 5 mm thick, shape grade of 40-60% rounds, colorless pericarp, homozygous tan aleurone, yellow endosperm with normal starch, 25 gm weight per 100 seeds. Cob 25 mm diameter at mid-point, strong, red. Disease and insect resistance not tested. Most closely resembles A632 for maturity and kernel type; CB59G for plant type, ear type, and usage.","DEVELOPED   United States by Quality Research Associates. DONATED  04/1985 United States by Quality Research Associates","","PI601190","","","","Q381",1,1,NA,0.52,"ExPVP","stiff stalk",NA,NA,NA
"2432","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601191",1165734,"",NA,311987,"DJ7","198504--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":DJ7","USA005","10",NA,NA,"","DEVELOPED   United States by Edward J. Funk and Sons, Inc.. DONATED  04/1985 United States by Edward J. Funk and Sons, Inc.","","PI601191","","","","DJ7",1,1,NA,0.57,"ExPVP","stiff stalk",NA,NA,NA
"2433","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601208",1167898,"",NA,311987,"IB014","198505--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":IB014","USA005","10",NA,NA,"","DEVELOPED   United States by DeKalb-Pfizer Genetics. DONATED  05/1985 United States by DeKalb-Pfizer Genetics","","PI601208","","","","IB014",1,1,NA,0.72,"Other","non-stiff stalk",NA,NA,NA
"2434","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601209",1167899,"",NA,311987,"MBNA","198505--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":MBNA","USA005","10",NA,NA,"","DEVELOPED   United States by DeKalb-Pfizer Genetics. DONATED  05/1985 United States by DeKalb-Pfizer Genetics","","PI601209","","","","MBNA",1,1,NA,0.53,"ExPVP","non-stiff stalk",NA,NA,NA
"2435","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601210",1167900,"",NA,311987,"78004","198505--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":78004","USA005","10",NA,NA,"","DEVELOPED   United States by DeKalb-Pfizer Genetics. DONATED  05/1985 United States by DeKalb-Pfizer Genetics","","PI601210","Accession was donated. May-1985. United States. DeKalb-Pfizer Genetics.","no","1985","78004",2,2,0.997,0.38,"ExPVP","stiff stalk",NA,NA,NA
"2436","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601211",1167901,"",NA,311987,"78010","198505--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":78010","USA005","10",NA,NA,"","DEVELOPED   United States by DeKalb-Pfizer Genetics. DONATED  05/1985 United States by DeKalb-Pfizer Genetics","","PI601211","Accession was donated. May-1985. United States. DeKalb-Pfizer Genetics.","no","1985","78010",1,1,NA,0.55,"ExPVP","unclassified",NA,NA,NA
"2437","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601229",1167980,"",NA,311987,"PHG83","198506--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHG83","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  06/1985 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601229","","","","PHG83",1,1,NA,0.69,"ExPVP","non-stiff stalk",NA,NA,NA
"2438","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601230",1167983,"",NA,311987,"LH150","198506--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":LH150;:id=71057","USA005","10",NA,NA,"","DEVELOPED   United States by Holden's Foundation Seeds, Inc.. DONATED  06/1985 United States by Holden's Foundation Seeds, Inc.","","PI601230","","","","LH150",1,1,NA,0.5,"Other","unclassified",NA,NA,NA
"2439","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601269",1169860,"",NA,311987,"5707","198604--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":5707","USA005","10",NA,NA,"","DEVELOPED   Michigan, United States by Asgrow Seed Company. DONATED  04/1986 Michigan, United States by Asgrow Seed Company","","PI601269","Accession was donated. Apr-1986. Michigan, United States.Asgrow Seed Company.","no","1986","5707",2,2,0.997,0.43,"ExPVP","non-stiff stalk",NA,NA,NA
"2440","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601270",1169865,"",NA,311987,"PHG29","198604--","","","","",NA,"",NA,500,"207 X (207 X 806) specifically  207<2806)8123225X .  Both 207 and 806 are Pioneer proprietary inbreds.",50,NA,"",":PHG29","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  04/1986 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601270","Accession was donated. Apr-1986. Iowa, United States.","n","1986","PHG29",1,1,NA,0.6,"ExPVP","non-stiff stalk",NA,NA,NA
"2441","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601300",1169989,"",NA,311987,"4676A","198611--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":4676A","USA005","10",NA,NA,"","DEVELOPED   United States by DeKalb-Pfizer Genetics. DONATED  11/1986 United States by DeKalb-Pfizer Genetics","","PI601300","Accession was donated. Nov-1986. United States. DeKalb-Pfizer Genetics.","n","1986","4676A",2,2,0.996,0.56,"ExPVP","stiff stalk",NA,NA,NA
"2442","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601301",1169991,"",NA,311987,"78002A","198611--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":78002A","USA005","10",NA,NA,"","DEVELOPED   United States by DeKalb-Pfizer Genetics. DONATED  11/1986 United States by DeKalb-Pfizer Genetics","","PI601301","Accession was donated. Nov-1986. United States. DeKalb-Pfizer Genetics","n","1986","78002A",1,1,NA,0.66,"ExPVP","stiff stalk",NA,NA,NA
"2443","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601316",1170375,"",NA,311987,"LH54","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":LH54;:id=71118","USA005","10",NA,NA,"","DEVELOPED   United States by Holden's Foundation Seeds, Inc.. DONATED  06/1986 United States by Holden's Foundation Seeds, Inc.","","PI601316","","","","LH54",1,1,NA,0.43,"ExPVP","non-stiff stalk",NA,NA,NA
"2444","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601317",1170376,"",NA,311987,"LH57","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":LH57;:id=71120","USA005","10",NA,NA,"","DEVELOPED   United States by Holden's Foundation Seeds, Inc.. DONATED  06/1986 United States by Holden's Foundation Seeds, Inc.","","PI601317","","","","LH57",1,1,NA,0.56,"ExPVP","non-stiff stalk",NA,NA,NA
"2445","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601318",1170379,"",NA,311987,"PHG47","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHG47","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  06/1986 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601318","","","","PHG47",1,1,NA,0.64,"ExPVP","non-stiff stalk",NA,NA,NA
"2446","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601319",1170380,"",NA,311987,"PHG72","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHG72","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  06/1986 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601319","","","","PHG72",1,1,NA,0.69,"ExPVP","non-stiff stalk",NA,NA,NA
"2447","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601320",1170381,"",NA,311987,"PHG84","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHG84","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  06/1986 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601320","","","","PHG84",2,2,0.995,0.71,"ExPVP","non-stiff stalk",NA,NA,NA
"2448","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601321",1170382,"",NA,311987,"PHJ40","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":PHJ40","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  06/1986 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601321","","","","PHJ40",1,1,NA,0.58,"ExPVP","unclassified",NA,NA,NA
"2449","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601322",1170383,"",NA,311987,"PHZ51","198606--","","","","",NA,"",NA,500,"814 (PH814) x 848 (PH848) specifically 814/848)X1111X.  The varieties C103, OS420, 38-11, OS426 contributed greatly to the genotypein the derivation of PH814.  Varieties SRS303, OH43, OS420, OS426, MINN49, IDT, AR4, I205, SRS303, and LF51 contributed to the genotype in the derivation of PH848.",50,NA,"",":PHZ51","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  06/1986 Iowa, United States by Pioneer Hi-Bred International, Inc.","","PI601322","","","","PHZ51",9,4,0.996,0.17,"ExPVP","non-stiff stalk",NA,NA,NA
"2450","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 601323",1170384,"",NA,311987,"SX-4-21 (Tetraploid)","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":SX-4-21 (Tetraploid);:SX-4-21","USA005","10",NA,NA,"","DEVELOPED   United States by Standard Oil Company. DONATED  06/1986 United States by Standard Oil Company","","PI601323","","","","SX-4-21Tetraploid",1,1,NA,0.58,"Other","unclassified",NA,NA,NA
"2451","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601324",1170385,"",NA,311987,"SX-4-4 (Tetraploid)","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":SX-4-4 (Tetraploid);:SX-4-4","USA005","10",NA,NA,"","DEVELOPED   United States by Standard Oil Company. DONATED  06/1986 United States by Standard Oil Company","","PI601324","","","","SX-4-4Tetraploid",2,2,0.954,0.49,"Other","unclassified",NA,NA,NA
"2452","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 601329",1170393,"",NA,311987,"SX-6-10 (Tetraploid)","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":SX-6-10 (Tetraploid);:SX-6-10","USA005","10",NA,NA,"","DEVELOPED   United States by Standard Oil Company. DONATED  06/1986 United States by Standard Oil Company","","PI601329","","","","SX-6-10Tetraploid",2,2,0.96,0.53,"Other","unclassified",NA,NA,NA
"2453","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601331",1170397,"",NA,311987,"SX-6-3 (Tetraploid)","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":SX-6-3 (Tetraploid);:SX-6-3","USA005","10",NA,NA,"","DEVELOPED   United States by Standard Oil Company. DONATED  06/1986 United States by Standard Oil Company","","PI601331","","","","SX-6-3Tetraploid",1,1,NA,0.52,"Other","unclassified",NA,NA,NA
"2454","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 601332",1170398,"",NA,311987,"SX-6-7 (Tetraploid)","198606--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":SX-6-7 (Tetraploid);:SX-6-7","USA005","10",NA,NA,"","DEVELOPED   United States by Standard Oil Company. DONATED  06/1986 United States by Standard Oil Company","","PI601332","","","","SX-6-7Tetraploid",1,1,NA,0.52,"Other","unclassified",NA,NA,NA
"2455","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601360",1173148,"",NA,311987,"LH52","198612--","","","","",NA,"",NA,500,"See PVP Certificate.",50,NA,"",":LH52;:id=71116","USA005","10",NA,NA,"","DEVELOPED   United States by Holden's Foundation Seeds, Inc.. DONATED  12/1986 United States by Holden's Foundation Seeds, Inc.","","PI601360","","","","LH52",2,2,0.997,0.57,"ExPVP","non-stiff stalk",NA,NA,NA
"2456","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 601361",1173151,"",NA,311987,"PHR36","198612--","","","","",NA,"",NA,500,"((((203 X 549) X 549) X 848) X 848) X 848 specifically in Pioneer's certificate  848<3 549<2 203)3X15111X .  The white Pioneer proprietary inbred 203 was crossed to the yellow Pioneer proprietary inbred 549 and then backcrossed to 549 with selection for white kernels.  This population was then crossed to Pioneer proprietary yellow inbred 848 and backcrossed twice to proprietary inbred 848 with selection for white kernels during backcrossing.  Seven generations of selfing with selection for white kernels followed.",50,NA,"",":PHR36","USA005","10",NA,NA,"","DEVELOPED   Iowa, United States by Pioneer Hi-Bred International, Inc.. DONATED  12/1986 Iowa, United States by Pioneer Hi-Bred International, Inc.","1986","PI601361","","","","PHR36",2,2,0.995,0.64,"ExPVP","non-stiff stalk",NA,NA,NA
